species_id;breed_id;standard_id;status;country;show_class;name;is_multi_breed
;532;1532;stopped;Chile;one;Gray, Washington and Johnson;false
;533;1533;created;Austria;one;Sandoval, Rodriguez and Garrett;false
;534;1534;stopped;Sierra Leone;one;Chandler Inc;false
;535;1535;created;Sri Lanka;two;Guerra-Rodriguez;false
;536;1536;created;Taiwan;one;Jordan-Morales;false
;537;1537;started;United Arab Emirates;one;Lee, Davenport and Moss;false
;538;1538;started;Cyprus;three;Thomas-Sharp;false
;539;1539;created;Haiti;three;Ross LLC;false
;540;1540;started;Chad;one;Franco-Morrison;false
;541;1541;stopped;Taiwan;three;Bullock, Lee and Brown;false
;542;1542;started;Burkina;one;Thomas-Randall;false
;543;1543;stopped;New Zealand;two;Moore, Lang and Poole;false
;544;1544;stopped;Papua New Guinea;three;Stout, Bell and Sims;false
;545;1545;stopped;Brazil;two;Nicholson Inc;false
;546;1546;stopped;Uzbekistan;three;Jackson Group;false
;547;1547;started;Tunisia;two;Ruiz, Mitchell and Fry;false
;548;1548;stopped;Sao Tome & Principe;one;Hogan Ltd;false
;549;1549;stopped;India;two;Lara Group;false
;550;1550;created;Liberia;three;Stephenson, Kemp and Walker;false
;551;1551;created;Sao Tome & Principe;two;Caldwell and Sons;false
;552;1552;started;Benin;two;Castaneda LLC;false
;553;1553;created;Albania;three;Ross-Khan;false
;554;1554;created;Philippines;one;Anderson-Sanchez;false
;555;1555;started;Switzerland;three;Golden-Simmons;false
;556;1556;created;Malaysia;three;Rogers, Thomas and Burns;false
;557;1557;created;Libya;one;Rodgers PLC;false
;558;1558;created;Iran;one;Garcia, Smith and Roberts;false
;559;1559;started;Zimbabwe;one;Olson Ltd;false
;560;1560;created;United Arab Emirates;one;Gomez Inc;false
;561;1561;stopped;Rwanda;one;Simmons-Moore;false
;562;1562;stopped;Singapore;one;Pena Ltd;false
;563;1563;stopped;Switzerland;two;Robinson-Hunter;false
;564;1564;started;Taiwan;two;Murray-Ellis;false
;565;1565;created;Serbia;three;Barr-Wright;false
;566;1566;created;Trinidad & Tobago;one;Brown-Brown;false
;567;1567;created;Egypt;two;King, Buckley and Hawkins;false
;568;1568;started;Costa Rica;three;Webb LLC;false
;569;1569;created;Colombia;three;Harris-Owens;false
;570;1570;started;Austria;two;Johnson, Underwood and Martinez;false
;571;1571;created;Haiti;three;Greer, Morales and Williams;false
;572;1572;stopped;Spain;three;Wilson PLC;false
;573;1573;created;Georgia;three;Mitchell, Wagner and Stewart;false
;574;1574;started;Latvia;one;Coleman Group;false
;575;1575;stopped;Bolivia;two;Donovan, Rosario and Wong;false
;576;1576;started;Belgium;two;Fields PLC;false
;577;1577;created;Guyana;three;Smith, Conner and Craig;false
;578;1578;stopped;Maldives;one;Dunn-Chavez;false
;579;1579;stopped;Bahrain;two;Hunt and Sons;false
;580;1580;created;Congo (Democratic Rep);two;Klein-Saunders;false
;581;1581;started;Syria;one;Arroyo-Nichols;false
;582;1582;stopped;Canada;one;Jacobs-Johnson;false
;583;1583;started;Jordan;three;Davies-Taylor;false
;584;1584;created;Bhutan;two;Morales, Olson and Castillo;false
;585;1585;created;Romania;two;Smith PLC;false
;586;1586;started;China;three;Simpson-Stewart;false
;587;1587;created;Libya;one;Thompson LLC;false
;588;1588;started;Vatican City;one;Turner, Riley and Forbes;false
;589;1589;stopped;Indonesia;three;Conley LLC;false
;590;1590;created;Congo;three;Li-Pearson;false
;591;1591;stopped;Kuwait;one;Harrison Inc;false
;592;1592;stopped;Central African Rep;one;Landry-Joseph;false
;593;1593;started;Palestine;one;Ramirez PLC;false
;594;1594;created;Congo;one;Morgan and Sons;false
;595;1595;created;Monaco;one;Hendricks, Richard and Booth;false
;596;1596;stopped;New Zealand;one;Adams-Rice;false
;597;1597;stopped;Nicaragua;two;Weaver, Case and Rodriguez;false
;598;1598;created;New Zealand;three;Short, Simmons and Davis;false
;599;1599;started;Comoros;two;Oconnor, Hernandez and Brooks;false
;600;1600;stopped;Suriname;two;Small Inc;false
;601;1601;started;Latvia;two;Weaver PLC;false
;602;1602;started;East Timor;two;Phillips PLC;false
;603;1603;started;Italy;one;Johnson-Villanueva;false
;604;1604;created;Bosnia Herzegovina;two;Bailey PLC;false
;605;1605;started;Ireland (Republic);two;Ruiz LLC;false
;606;1606;stopped;St Kitts & Nevis;one;Lewis-Price;false
;607;1607;created;Lesotho;three;Cantu and Sons;false
;608;1608;stopped;Sweden;one;Henderson, Randall and Perez;false
;609;1609;created;Belarus;two;Roberson-Smith;false
;610;1610;stopped;Brazil;two;Black Inc;false
;611;1611;started;Greece;two;Harris, Weaver and Howard;false
;612;1612;created;Bangladesh;two;Garza-Wright;false
;613;1613;created;United States;three;Levine-Edwards;false
;614;1614;created;Iceland;three;Bauer Ltd;false
;615;1615;created;Congo (Democratic Rep);one;Martin-Wilson;false
;616;1616;started;South Africa;three;Martinez and Sons;false
;617;1617;created;United Arab Emirates;three;Bautista Inc;false
;618;1618;stopped;Greece;two;Morris PLC;false
;619;1619;created;Germany;one;Johns, Jennings and Watkins;false
;620;1620;created;Mali;one;Smith-Hudson;false
;621;1621;created;Bangladesh;one;Harmon Group;false
;622;1622;started;Grenada;three;Wagner, Welch and Bell;false
;623;1623;started;Panama;one;Martinez, Powell and Carlson;false
;624;1624;started;Ukraine;one;Graves LLC;false
;625;1625;started;United Arab Emirates;three;Ford, Perez and Henderson;false
;626;1626;created;Angola;three;Diaz-Jones;false
;627;1627;started;Marshall Islands;one;Contreras-Paul;false
;628;1628;created;Belarus;one;Taylor-Johnson;false
;629;1629;started;Qatar;three;Sanchez, Thomas and Powers;false
;630;1630;created;Dominica;two;Wiley-Holmes;false
;631;1631;created;Ecuador;three;Curry-Munoz;false
;632;1632;started;Mongolia;one;Rivera-Johnson;false
;633;1633;started;Costa Rica;two;Alvarado-Gonzalez;false
;634;1634;created;Belarus;one;Welch PLC;false
;635;1635;stopped;Iraq;one;Hart-Brown;false
;636;1636;created;Finland;two;Wilson PLC;false
;637;1637;created;Mongolia;three;Ritter, Payne and Montes;false
;638;1638;stopped;Barbados;three;Brown LLC;false
;639;1639;stopped;Afghanistan;two;Day and Sons;false
;640;1640;created;France;two;Evans-Martin;false
;641;1641;started;Haiti;one;Peters Inc;false
;642;1642;created;Togo;one;Anderson, Jones and Morales;false
;643;1643;stopped;Costa Rica;one;Brown PLC;false
;644;1644;created;Madagascar;two;Williams-Cook;false
;645;1645;started;Kazakhstan;two;Bailey-Weaver;false
;646;1646;stopped;Singapore;one;Williams and Sons;false
;647;1647;started;Azerbaijan;one;Stephens, Simon and Henry;false
;648;1648;created;Bulgaria;one;Cantu-Huffman;false
;649;1649;created;Panama;one;Thornton, Wong and Eaton;false
;650;1650;created;Equatorial Guinea;one;West, Bender and Richards;false
;651;1651;stopped;Lebanon;two;Montoya-Sullivan;false
;652;1652;created;Malta;two;Bryant LLC;false
;653;1653;started;Turkey;two;Wang-Martinez;false
;654;1654;stopped;Bulgaria;one;Carrillo and Sons;false
;655;1655;created;Guinea;three;Garcia Inc;false
;656;1656;stopped;Rwanda;three;Richardson PLC;false
;657;1657;stopped;Tuvalu;one;Cook, Hines and Jones;false
;658;1658;started;Kosovo;one;Scott-Garrett;false
;659;1659;created;Morocco;two;Webster Inc;false
;660;1660;created;Gambia;two;Brown, Ford and Castillo;false
;661;1661;stopped;Oman;one;Gonzalez, Mcgee and Austin;false
;662;1662;stopped;Ukraine;two;Adams PLC;false
;663;1663;created;Bulgaria;two;Morales PLC;false
;664;1664;stopped;Bhutan;two;Kerr LLC;false
;665;1665;started;Tajikistan;three;Yoder, Cain and Murphy;false
;666;1666;stopped;Yemen;one;Reed and Sons;false
;667;1667;stopped;Ivory Coast;one;Lloyd Group;false
;668;1668;created;Cyprus;two;Ryan Inc;false
;669;1669;started;Australia;two;Morales PLC;false
;670;1670;stopped;Cambodia;three;Gutierrez PLC;false
;671;1671;started;Guatemala;three;Russell, Perez and Lee;false
;672;1672;started;Malawi;one;Martinez PLC;false
;673;1673;stopped;Vietnam;three;Cain Inc;false
;674;1674;created;Liberia;one;Brown, Nelson and Sparks;false
;675;1675;started;Italy;three;Greene PLC;false
;676;1676;started;Denmark;one;Meyers, Johnson and Alvarez;false
;677;1677;started;Panama;three;Villarreal Inc;false
;678;1678;started;Kuwait;three;Washington-Scott;false
;679;1679;stopped;Moldova;one;Calderon Inc;false
;680;1680;started;Maldives;two;Thomas Ltd;false
;681;1681;created;Uzbekistan;two;Andrews, Lucas and Cunningham;false
;682;1682;stopped;Yemen;two;Rodriguez and Sons;false
;683;1683;started;Paraguay;one;Taylor-Smith;false
;684;1684;created;Russian Federation;one;Walker, Rogers and Gardner;false
;685;1685;created;Tunisia;one;Miller-Lawrence;false
;686;1686;started;East Timor;two;Ford-Cannon;false
;687;1687;started;Sri Lanka;one;Snyder, Clark and Espinoza;false
;688;1688;started;Mongolia;one;Pace PLC;false
;689;1689;stopped;Bosnia Herzegovina;one;Davis-Miller;false
;690;1690;created;Uzbekistan;three;Moses-Craig;false
;691;1691;stopped;Vatican City;one;Conner-Carter;false
;692;1692;stopped;Dominica;one;Miller, Taylor and Ponce;false
;693;1693;created;Bosnia Herzegovina;three;Lewis-Moss;false
;694;1694;created;Spain;three;Perez, Spencer and Smith;false
;695;1695;stopped;Botswana;one;Duncan-Webb;false
;696;1696;created;Nauru;one;Diaz Inc;false
;697;1697;created;Benin;one;Anderson-Brown;false
;698;1698;created;Estonia;three;Oconnor-Wheeler;false
;699;1699;started;Central African Rep;one;Bruce-Martin;false
;700;1700;started;Saudi Arabia;three;Sweeney-Smith;false
;701;1701;created;Monaco;two;Smith-Gibson;false
;702;1702;started;Malta;three;Leon-Pacheco;false
;703;1703;created;Kazakhstan;three;Lopez Group;false
;704;1704;stopped;Saint Vincent & the Grenadines;two;Summers Ltd;false
;705;1705;started;Spain;one;Wagner PLC;false
;706;1706;created;Portugal;three;Shaffer Ltd;false
;707;1707;stopped;Rwanda;three;Maddox, Nelson and Livingston;false
;708;1708;stopped;Bermuda;three;Greene, Woodard and Bryan;false
;709;1709;stopped;Ghana;one;Rose Ltd;false
;710;1710;started;Kenya;three;Gonzalez-Evans;false
;711;1711;created;Tunisia;three;Dunn Group;false
;712;1712;started;Taiwan;two;Russo Group;false
;713;1713;stopped;Sierra Leone;one;Barrett-King;false
;714;1714;started;United Arab Emirates;one;Morrow-Dillon;false
;715;1715;created;Antigua & Deps;one;Robinson Group;false
;716;1716;created;Georgia;one;Horn, Chang and Mitchell;false
;717;1717;created;Indonesia;one;Anderson Inc;false
;718;1718;created;Argentina;three;Moore, Gibson and Gregory;false
;719;1719;created;St Kitts & Nevis;two;Baldwin-Wells;false
;720;1720;stopped;Spain;three;Evans-Green;false
;721;1721;started;Tunisia;two;Allen-Valenzuela;false
;722;1722;created;Kenya;one;Beltran-Mcbride;false
;723;1723;started;Burundi;two;Greene Group;false
;724;1724;created;Kazakhstan;three;Carr-Castro;false
;725;1725;stopped;Belgium;three;Brown, Anderson and Howard;false
;726;1726;stopped;Mali;one;Ponce, Mitchell and Sanders;false
;727;1727;started;Luxembourg;one;Rodriguez-Reed;false
;728;1728;stopped;Senegal;two;Rodriguez LLC;false
;729;1729;stopped;Indonesia;one;Welch-Bennett;false
;730;1730;started;San Marino;three;Weaver-Reed;false
;731;1731;started;Togo;one;Vaughn Ltd;false
;732;1732;created;Lithuania;two;Haynes, Davis and Roach;false
;733;1733;started;United Arab Emirates;one;Wilson Inc;false
;734;1734;stopped;Jamaica;two;Thompson and Sons;false
;735;1735;created;Thailand;two;Moore-Jordan;false
;736;1736;stopped;Cuba;two;Ramirez-Lee;false
;737;1737;stopped;Lebanon;three;Ellison, Turner and Hill;false
;738;1738;stopped;St Kitts & Nevis;one;Jimenez Group;false
;739;1739;started;United Arab Emirates;three;Powell, Lewis and Chaney;false
;740;1740;created;Liechtenstein;three;Ellis and Sons;false
;741;1741;started;Eritrea;two;Medina-Ryan;false
;742;1742;created;Netherlands;three;Bright-Barton;false
;743;1743;started;Micronesia;one;Hernandez and Sons;false
;744;1744;started;Denmark;one;Ortiz-Torres;false
;745;1745;stopped;China;three;Mcneil, Rubio and Gonzalez;false
;746;1746;stopped;Congo;three;Snyder Inc;false
;747;1747;started;Estonia;three;Moreno and Sons;false
;748;1748;started;India;one;Chambers, Alvarez and Mata;false
;749;1749;stopped;Denmark;one;Howell, Morris and Watson;false
;750;1750;stopped;Uganda;three;Smith Inc;false
;751;1751;started;Latvia;two;Richmond, Gibson and Kennedy;false
;752;1752;stopped;Azerbaijan;one;Khan-Jones;false
;753;1753;started;Yemen;two;Cummings, Martin and Snyder;false
;754;1754;started;Dominican Republic;one;Cabrera Inc;false
;755;1755;created;Vanuatu;one;Lee-Gilmore;false
;756;1756;started;Dominican Republic;three;Rangel-Bates;false
;757;1757;created;Indonesia;three;Parker, Wade and Finley;false
;758;1758;started;Ukraine;two;Scott, Mills and Gonzalez;false
;759;1759;stopped;Peru;three;Vazquez-Davis;false
;760;1760;created;Iraq;two;Wood, Carpenter and Rodriguez;false
;761;1761;created;Poland;three;Solomon Inc;false
;762;1762;created;Philippines;three;Gray-Collier;false
;763;1763;stopped;Nigeria;one;Mejia-Rodriguez;false
;764;1764;stopped;Laos;three;Garcia Ltd;false
;765;1765;stopped;Seychelles;three;Kirk, Willis and Briggs;false
;766;1766;stopped;Togo;two;Perez, Young and Greene;false
;767;1767;started;Afghanistan;three;Newton, Knight and Knapp;false
;768;1768;created;Cyprus;one;Petersen, Garcia and Herman;false
;769;1769;started;Cape Verde;one;Anderson Ltd;false
;770;1770;stopped;Norway;three;Wells Group;false
;771;1771;started;Chad;two;Moore-Galloway;false
;772;1772;stopped;Nigeria;two;Wall LLC;false
;773;1773;started;Kyrgyzstan;three;Gonzales Inc;false
;774;1774;stopped;Niger;one;Sanchez and Sons;false
;775;1775;started;Marshall Islands;one;Friedman, Peterson and Hoffman;false
;776;1776;started;France;two;Miller-Cunningham;false
;777;1777;started;Argentina;one;Hoffman-Bailey;false
;778;1778;created;Burkina;one;Davis-Pitts;false
;779;1779;stopped;Nauru;one;Golden, Stevens and Douglas;false
;780;1780;stopped;Uganda;three;White Group;false
;781;1781;stopped;Gabon;one;Le, Jackson and Martinez;false
;782;1782;stopped;Gabon;one;Johnson, Werner and Sweeney;false
;783;1783;created;Slovakia;one;Chapman-Duncan;false
;784;1784;started;Papua New Guinea;three;Wilson Inc;false
;785;1785;stopped;Libya;one;Allen, Gonzalez and Lee;false
;786;1786;stopped;Moldova;one;Stewart, Holmes and Guerrero;false
;787;1787;created;Nepal;three;Wilcox-Snow;false
;788;1788;created;Switzerland;two;Bailey, Porter and Todd;false
;789;1789;stopped;Kazakhstan;one;Martinez, Carter and Cook;false
;790;1790;started;Australia;three;Arroyo PLC;false
;791;1791;created;Guinea-Bissau;three;Tran, Monroe and Hernandez;false
;792;1792;stopped;Albania;two;Velazquez-Thomas;false
;793;1793;created;Venezuela;two;James-Aguilar;false
;794;1794;started;Micronesia;two;Stewart, Fisher and Johnson;false
;795;1795;stopped;Egypt;two;Hall, Riley and Donovan;false
;796;1796;started;Venezuela;one;Martin, Gross and Greene;false
;797;1797;started;Solomon Islands;one;Gonzalez-Howard;false
;798;1798;started;Czech Republic;one;French, Andrews and Trevino;false
;799;1799;stopped;Turkmenistan;one;Swanson, Reyes and Rocha;false
;800;1800;created;Argentina;one;May PLC;false
;801;1801;stopped;Somalia;one;Bradley-Cochran;false
;802;1802;stopped;Philippines;three;Pineda, Miller and Gates;false
;803;1803;stopped;Somalia;three;Wilson, Kline and Bryant;false
;804;1804;stopped;Barbados;two;Barker, Walker and Russell;false
;805;1805;started;Bulgaria;one;Myers Inc;false
;806;1806;stopped;United States;three;Fernandez-Frost;false
;807;1807;created;United Arab Emirates;three;Murphy, Lee and Reyes;false
;808;1808;stopped;Brunei;three;Bryant and Sons;false
;809;1809;created;Mongolia;one;Macdonald-Parks;false
;810;1810;started;Burkina;three;Kidd-Anderson;false
;811;1811;started;Bahrain;one;Johnson and Sons;false
;812;1812;stopped;Mauritius;one;Daniels-Donaldson;false
;813;1813;stopped;Zimbabwe;one;Fowler-Rogers;false
;814;1814;stopped;Brunei;three;Higgins Inc;false
;815;1815;created;South Africa;two;Melendez and Sons;false
;816;1816;started;Ivory Coast;one;Ward-Gray;false
;817;1817;stopped;Germany;three;Rowland-Sullivan;false
;818;1818;created;Indonesia;one;Cobb Inc;false
;819;1819;started;Portugal;one;Ramirez Group;false
;820;1820;stopped;Mexico;one;Knight Ltd;false
;821;1821;stopped;Qatar;two;Hampton-Johnson;false
;822;1822;created;Moldova;three;Kaufman, Curry and Fuller;false
;823;1823;stopped;Bosnia Herzegovina;one;Russell-Rivera;false
;824;1824;stopped;Venezuela;three;Mclaughlin-West;false
;825;1825;started;Bahrain;one;Hamilton, Sanders and Valencia;false
;826;1826;created;Nauru;three;Smith, Harding and Davis;false
;827;1827;created;Lithuania;two;Morris, Martin and Bowman;false
;828;1828;started;New Zealand;two;Patel-Duke;false
;829;1829;started;Cameroon;three;Miller Group;false
;830;1830;created;Namibia;one;Jones-Acevedo;false
;831;1831;started;Botswana;one;Ryan-Roberts;false
;832;1832;created;Mauritania;three;Smith-Powell;false
;833;1833;started;Portugal;three;Hodges, Moore and Garcia;false
;834;1834;stopped;Tuvalu;three;Ross Group;false
;835;1835;stopped;France;three;Long-Sanchez;false
;836;1836;stopped;Armenia;three;Walker-Willis;false
;837;1837;started;Panama;one;Wilson, Jones and Johnson;false
;838;1838;stopped;Argentina;two;Simmons, Carson and Hart;false
;839;1839;stopped;Rwanda;one;Thompson Inc;false
;840;1840;stopped;Benin;three;Hawkins, Acosta and Mcmillan;false
;841;1841;stopped;Mali;one;Brown-Hernandez;false
;842;1842;stopped;Japan;one;Jones, Sanchez and Thompson;false
;843;1843;created;South Sudan;two;Wang-Brown;false
;844;1844;stopped;Niger;three;Martin Ltd;false
;845;1845;created;Nepal;two;Wilkins-Long;false
;846;1846;started;Uzbekistan;three;Braun, Howe and Jackson;false
;847;1847;started;Greece;two;Nolan-Haley;false
;848;1848;created;Sweden;one;Hines, Smith and Perez;false
;849;1849;started;South Africa;two;Mckenzie-Barton;false
;850;1850;started;India;three;Davis-Adams;false
;851;1851;stopped;Kuwait;one;Martinez LLC;false
;852;1852;started;Suriname;three;Parker-Perez;false
;853;1853;created;Burkina;two;Johnson Ltd;false
;854;1854;stopped;Antigua & Deps;two;Underwood-Gilmore;false
;855;1855;stopped;Ecuador;two;Marsh-Wagner;false
;856;1856;stopped;Nauru;one;Thomas-Reyes;false
;857;1857;started;Belize;three;Madden Inc;false
;858;1858;created;Nepal;two;Strong-Thomas;false
;859;1859;stopped;Djibouti;two;Vargas Ltd;false
;860;1860;started;Papua New Guinea;two;Clay, King and Woods;false
;861;1861;stopped;Palau;two;Moss, Watson and Jones;false
;862;1862;stopped;South Africa;three;Mathews-Jackson;false
;863;1863;stopped;Sweden;one;Johnson-Gross;false
;864;1864;started;Switzerland;two;Thompson, Stewart and Wright;false
;865;1865;created;Trinidad & Tobago;one;Martinez Ltd;false
;866;1866;created;Comoros;one;Kelly-Johnston;false
;867;1867;started;Argentina;one;Hodges-Lee;false
;868;1868;created;Somalia;two;Simmons-Hampton;false
;869;1869;stopped;Switzerland;two;Mcbride LLC;false
;870;1870;created;Japan;three;Silva, Phillips and Burke;false
;871;1871;created;Morocco;three;Ewing LLC;false
;872;1872;started;Micronesia;one;Chen-Cook;false
;873;1873;created;Sao Tome & Principe;two;Mccarthy, Johnson and Harrison;false
;874;1874;created;Sao Tome & Principe;three;Wagner Inc;false
;875;1875;started;Mauritania;two;Bonilla-Summers;false
;876;1876;stopped;Palau;one;Morton, Bean and Adkins;false
;877;1877;stopped;Maldives;one;King, Clay and Evans;false
;878;1878;created;Guinea-Bissau;one;Barrera-Gardner;false
;879;1879;created;China;three;Woodard, Ford and King;false
;880;1880;created;Ukraine;one;Stone Inc;false
;881;1881;stopped;Brazil;three;Myers Group;false
;882;1882;stopped;Tanzania;one;Parker, Morrison and Petersen;false
;883;1883;started;Zimbabwe;three;Newton, Ortiz and Spencer;false
;884;1884;stopped;Pakistan;three;Green Inc;false
;885;1885;started;Poland;two;Harper PLC;false
;886;1886;started;Mexico;one;Cross, Schmitt and George;false
;887;1887;created;Grenada;one;Vasquez and Sons;false
;888;1888;created;Tajikistan;three;Hall-Elliott;false
;889;1889;created;Turkey;three;Taylor, Collins and Buckley;false
;890;1890;started;Kosovo;one;Allen-Williams;false
;891;1891;stopped;Saint Vincent & the Grenadines;two;Bryant-Potter;false
;892;1892;created;Uganda;three;Perez Ltd;false
;893;1893;started;Bosnia Herzegovina;two;Rodriguez-Todd;false
;894;1894;created;Kazakhstan;three;Mathews, Roberts and Armstrong;false
;895;1895;stopped;Trinidad & Tobago;one;Gallegos-Carpenter;false
;896;1896;created;Chile;three;Espinoza-Castro;false
;897;1897;started;Ghana;one;Velazquez, Schultz and Garcia;false
;898;1898;stopped;Colombia;one;Hart-Daniels;false
;899;1899;created;Luxembourg;one;Lewis, Smith and Lopez;false
;900;1900;stopped;Peru;two;Martinez LLC;false
;901;1901;stopped;Namibia;two;Watkins-Wright;false
;902;1902;created;Canada;three;Rodriguez Group;false
;903;1903;started;Cape Verde;one;Martin PLC;false
;904;1904;created;Singapore;three;Monroe, Greene and Jones;false
;905;1905;started;Korea North;two;Rodriguez Ltd;false
;906;1906;stopped;Cambodia;two;Richards, Owens and Moss;false
;907;1907;created;Congo (Democratic Rep);three;West, Thomas and Lee;false
;908;1908;started;Moldova;one;Webb, Burgess and Weber;false
;909;1909;stopped;Lesotho;three;West, Rogers and Lane;false
;910;1910;stopped;Zimbabwe;three;Murillo-Osborn;false
;911;1911;started;Korea North;one;Hoffman, Martin and Price;false
;912;1912;started;Palau;one;Lee-Smith;false
;913;1913;stopped;Portugal;two;Wolfe and Sons;false
;914;1914;created;Egypt;three;Haney and Sons;false
;915;1915;started;Mongolia;two;Ellis-Hatfield;false
;916;1916;created;Namibia;one;Hernandez-Johnson;false
;917;1917;started;Belarus;two;Moreno, Lawson and Bishop;false
;918;1918;stopped;Seychelles;one;Becker-Miller;false
;919;1919;created;Syria;three;Gonzalez-Matthews;false
;920;1920;stopped;Sierra Leone;three;Campos-Byrd;false
;921;1921;stopped;France;two;Fitzgerald-Taylor;false
;922;1922;started;Ghana;one;Holmes, Miller and Cortez;false
;923;1923;stopped;Canada;one;Ballard Group;false
;924;1924;started;St Kitts & Nevis;three;Pierce-Martin;false
;925;1925;stopped;Mozambique;one;Powell-Ellison;false
;926;1926;created;Sweden;one;Cook Ltd;false
;927;1927;stopped;Cape Verde;three;Davis, Norman and Adams;false
;928;1928;started;Chad;one;Gray-Nunez;false
;929;1929;created;Congo;three;Williams Ltd;false
;930;1930;stopped;Sri Lanka;two;Gordon Ltd;false
;931;1931;stopped;Bermuda;three;Faulkner LLC;false
;932;1932;started;Belize;three;Shields, Davidson and Ellis;false
;933;1933;started;Kazakhstan;one;King, Brown and Noble;false
;934;1934;stopped;Andorra;one;Galvan, Hansen and Myers;false
;935;1935;stopped;Tunisia;one;Peterson LLC;false
;936;1936;created;Kuwait;two;Harris-Alvarez;false
;937;1937;started;Morocco;three;Stokes-Baldwin;false
;938;1938;started;Korea North;two;Marshall, Bryant and Hayes;false
;939;1939;created;Turkmenistan;two;Roberts and Sons;false
;940;1940;started;Antigua & Deps;two;Welch LLC;false
;941;1941;stopped;Bahamas;three;Wilson, Tate and Mendoza;false
;942;1942;created;Burkina;two;Hamilton PLC;false
;943;1943;created;South Africa;two;Wright-Russell;false
;944;1944;started;Dominica;three;Sosa LLC;false
;945;1945;created;St Lucia;two;Woods-Moore;false
;946;1946;stopped;Costa Rica;two;Strickland PLC;false
;947;1947;created;Russian Federation;one;Mckinney-Kim;false
;948;1948;started;Mauritania;two;Morris Inc;false
;949;1949;started;Rwanda;one;Ruiz-Garcia;false
;950;1950;started;Botswana;two;Johnston, Walker and Gutierrez;false
;951;1951;started;Honduras;three;Chan LLC;false
;952;1952;created;Seychelles;two;Wells and Sons;false
;953;1953;created;Mongolia;one;Anderson-Long;false
;954;1954;started;Tunisia;one;Stewart-Campbell;false
;955;1955;started;Zambia;three;Blake, Miller and Chen;false
;956;1956;started;Mozambique;three;Hughes-Neal;false
;957;1957;created;Senegal;two;Wilson-Howard;false
;958;1958;stopped;Guinea;one;Nguyen Group;false
;959;1959;started;Bhutan;three;Henderson-Cooke;false
;960;1960;stopped;Mozambique;three;Hawkins, Phillips and Guzman;false
;961;1961;created;Russian Federation;two;Owens, Moore and Patel;false
;962;1962;stopped;Sri Lanka;two;Pineda, Boyd and Williamson;false
;963;1963;created;Greece;one;Smith Group;false
;964;1964;stopped;Mozambique;two;Robinson, Kerr and Lamb;false
;965;1965;created;Ghana;three;Ford, Hodges and Rice;false
;966;1966;created;Gambia;one;Matthews-Potter;false
;967;1967;created;Russian Federation;two;Hoffman, Perry and Moore;false
;968;1968;started;Mali;three;Stafford Group;false
;969;1969;stopped;Belize;three;Morales-Ibarra;false
;970;1970;stopped;Bulgaria;two;Smith Ltd;false
;971;1971;created;Uganda;one;Wilson-Sherman;false
;972;1972;started;Botswana;two;Church-Black;false
;973;1973;created;Myanmar;one;Burton LLC;false
;974;1974;started;St Kitts & Nevis;three;Coleman and Sons;false
;975;1975;stopped;Jamaica;three;Cunningham LLC;false
;976;1976;stopped;Kazakhstan;one;Long, Cooper and Barnes;false
;977;1977;started;Jamaica;two;Lester LLC;false
;978;1978;created;Taiwan;one;Ross, Morgan and Gonzalez;false
;979;1979;stopped;Kazakhstan;three;Booth and Sons;false
;980;1980;started;Peru;one;Romero-Flores;false
;981;1981;started;Sweden;three;Gonzalez-Jimenez;false
;982;1982;created;Sao Tome & Principe;two;Avila LLC;false
;983;1983;stopped;Greece;two;Pugh, Johnson and Harrison;false
;984;1984;started;Panama;two;Chandler, Sawyer and Hicks;false
;985;1985;created;Gambia;two;Wells Inc;false
;986;1986;created;Cuba;one;Watkins LLC;false
;987;1987;started;South Africa;one;Mason Ltd;false
;988;1988;created;Belize;one;Henry, Watkins and Nguyen;false
;989;1989;created;Angola;two;Mccoy, Gonzales and Russell;false
;990;1990;created;Syria;three;Powell, Stevenson and Harvey;false
;991;1991;stopped;Namibia;one;Krause-Young;false
;992;1992;started;Ghana;three;Russell LLC;false
;993;1993;started;Guinea;one;Gilbert, Lee and Rodriguez;false
;994;1994;stopped;Sudan;three;Harris-Strickland;false
;995;1995;started;Papua New Guinea;three;Huffman Group;false
;996;1996;created;Eritrea;three;Benson, Jackson and Larsen;false
;997;1997;started;Fiji;three;Houston, Richardson and Jensen;false
;998;1998;created;Kyrgyzstan;three;Smith-Jones;false
;999;1999;started;Philippines;two;Johnson LLC;false
;1000;2000;started;Sao Tome & Principe;one;Garrett, Hall and Wilkinson;false
